组别,代码,名称,昨日弱势依据,昨日涨跌幅%,昨日最高价,昨日收盘价,竞价价格,竞价涨幅%,竞价成交额元,昨日竞价成交额元,竞价额较昨日倍数,竞价换手率%,昨日回落收复比例,未通过条件
B,600490.SH,鹏欣资源,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.527815,7.41,7.11,7.19,1.125176,1246746.0,2882770.0,0.432482,0.008702,0.266667,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601020.SH,华钰矿业,昨日下跌至少1%,-2.200825,21.95,21.33,21.78,2.109705,1794672.0,4183488.0,0.428989,0.010049,0.725806,竞价额不足500万；竞价额未达到昨日1.5倍
B,002491.SZ,通鼎互联,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.190184,24.85,23.67,24.05,1.605408,67352025.0,157391712.0,0.427926,0.238043,0.322034,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603803.SH,瑞斯康达,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.117799,11.94,11.5,11.57,0.608696,650234.0,1520760.0,0.427572,0.013227,0.159091,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600982.SH,宁波能源,昨日下跌至少1%,-1.923077,5.16,5.1,5.1,0.0,659430.0,1552338.0,0.424798,0.011569,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600468.SH,百利电气,昨日下跌至少1%,-3.26087,6.41,6.23,6.25,0.321027,516250.0,1217304.0,0.424093,0.007594,0.111111,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002328.SZ,新朋股份,昨日下跌至少1%,-1.468788,8.21,8.05,8.14,1.118012,1458688.0,3439800.0,0.424062,0.031401,0.5625,竞价额不足500万；竞价额未达到昨日1.5倍
B,603031.SH,安孚科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.903226,43.61,42.14,42.75,1.447556,598500.0,1412964.0,0.423578,0.004275,0.414966,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605069.SH,正和生态,昨日下跌至少1%,-1.740506,12.56,12.42,12.28,-1.127214,1446584.0,3415712.0,0.423509,0.055645,-1.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603444.SH,吉比特,昨日下跌至少1%,-3.155173,361.49,352.06,352.05,-0.00284,3203655.0,7630940.0,0.419824,0.012632,-0.00106,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600577.SH,精达股份,昨日下跌至少1%,-1.856436,8.12,7.93,7.98,0.630517,790020.0,1886115.0,0.418861,0.004436,0.263158,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001389.SZ,广合科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.50058,175.9,168.05,171.0,1.75543,3060900.0,7354290.0,0.416206,0.011748,0.375796,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601066.SH,中信建投,昨日下跌至少1%,-1.570458,23.58,23.19,23.36,0.733075,647072.0,1563453.0,0.413874,0.000426,0.435897,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600409.SH,三友化工,昨日下跌至少1%,-1.5625,6.45,6.3,6.27,-0.47619,170544.0,412115.0,0.413826,0.001318,-0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600995.SH,南网储能,昨日下跌至少1%,-1.775626,12.35,12.17,12.17,0.0,153342.0,370832.0,0.413508,0.000394,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603697.SH,有友食品,昨日下跌至少1%,-2.588997,9.27,9.03,9.05,0.221484,141180.0,341868.0,0.412966,0.003647,0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603023.SH,威帝股份,昨日下跌至少1%,-3.99061,4.15,4.09,4.13,0.977995,1407917.0,3425140.0,0.411054,0.06108,0.666667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,002741.SZ,光华科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.643857,26.23,25.04,25.45,1.63738,3321225.0,8216334.0,0.404222,0.030347,0.344538,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000415.SZ,渤海租赁,昨日下跌至少1%,-2.013423,4.47,4.38,4.38,0.0,768252.0,1902636.0,0.403783,0.003252,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603160.SH,汇顶科技,昨日下跌至少1%,-1.806331,54.0,52.73,53.28,1.043049,618048.0,1531145.0,0.403651,0.002489,0.433071,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603318.SH,水发燃气,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.073298,9.26,8.97,8.81,-1.783724,4794402.0,11889840.0,0.403235,0.118544,-0.551724,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000720.SZ,新能泰山,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.556355,4.15,3.98,4.01,0.753769,4955157.0,12293775.0,0.403062,0.098342,0.176471,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002203.SZ,海亮股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.072961,19.08,18.44,18.69,1.355748,1052247.0,2611104.0,0.402989,0.002502,0.390625,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600877.SH,电科芯片,昨日下跌至少1%,-2.143446,12.2,11.87,12.04,1.432182,490028.0,1217050.0,0.402636,0.003437,0.515152,竞价额不足500万；竞价额未达到昨日1.5倍
B,600821.SH,金开新能,昨日下跌至少1%,-2.715655,6.21,6.09,6.08,-0.164204,807424.0,2005830.0,0.402539,0.00675,-0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002430.SZ,杭氧股份,昨日下跌至少1%,-1.673152,25.84,25.27,25.41,0.554017,424347.0,1058665.0,0.400832,0.001708,0.245614,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603373.SH,安邦护卫,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.200963,41.74,40.22,40.68,1.14371,142380.0,355524.0,0.400479,0.005503,0.302632,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002957.SZ,科瑞技术,昨日下跌至少1%,-1.922626,43.0,41.83,42.66,1.984222,5392224.0,13529844.0,0.398543,0.030177,0.709402,竞价额未达到昨日1.5倍
B,001399.SZ,惠科股份,昨日下跌至少1%,-1.542777,21.63,21.06,21.23,0.807217,1526437.0,3845236.0,0.396968,0.016699,0.298246,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600871.SH,石化油服,昨日下跌至少1%,-2.690583,2.22,2.17,2.16,-0.460829,1697976.0,4289831.0,0.395814,0.005803,-0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603011.SH,合锻智能,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.892416,28.5,27.53,28.01,1.743552,5414333.0,13823600.0,0.391673,0.039097,0.494845,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000728.SZ,国元证券,昨日下跌至少1%,-1.06383,7.54,7.44,7.47,0.403226,374994.0,968250.0,0.38729,0.00115,0.3,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600775.SH,南京熊猫,昨日下跌至少1%,-2.162719,9.74,9.5,9.57,0.736842,108141.0,279560.0,0.386826,0.001682,0.291667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601106.SH,中国一重,昨日下跌至少1%,-1.973684,3.04,2.98,2.99,0.33557,246077.0,639027.0,0.385081,0.0012,0.166667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002515.SZ,金字火腿,昨日冲高回落且收于日内下半区,-0.796813,7.74,7.47,7.65,2.409639,914940.0,2388168.0,0.383114,0.010854,0.666667,竞价额不足500万；竞价额未达到昨日1.5倍
B,000691.SZ,亚太实业,昨日下跌至少1%,-1.495726,9.43,9.22,9.27,0.542299,56547.0,147888.0,0.382364,0.001887,0.238095,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002563.SZ,森马服饰,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.707581,5.58,5.39,5.4,0.185529,99900.0,262675.0,0.380318,0.000836,0.052632,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600226.SH,亨通股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.302632,6.14,5.94,6.0,1.010101,892800.0,2361044.0,0.378138,0.005003,0.3,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603328.SH,依顿电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.660377,14.31,13.5,13.45,-0.37037,8874310.0,23505564.0,0.377541,0.066083,-0.061728,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605507.SH,国邦医药,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.59009,17.88,17.3,17.4,0.578035,1867020.0,4953630.0,0.376899,0.013715,0.172414,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603105.SH,芯能科技,昨日下跌至少1%,-2.586207,8.06,7.91,7.87,-0.505689,919216.0,2444598.0,0.376019,0.023359,-0.266667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000592.SZ,平潭发展,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.903559,8.68,8.37,8.29,-0.955795,27719273.0,73777450.0,0.375715,0.174597,-0.258065,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600206.SH,有研新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.091807,54.25,50.55,51.66,2.195846,53173638.0,142161900.0,0.374036,0.121587,0.3,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002167.SZ,东方锆业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.243574,16.3,15.81,16.12,1.960784,4420104.0,11825232.0,0.373786,0.035975,0.632653,竞价额不足500万；竞价额未达到昨日1.5倍
B,603062.SH,麦加芯彩,昨日下跌至少1%,-1.415736,37.17,36.21,36.19,-0.055233,43428.0,116544.0,0.372632,0.003237,-0.020833,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600103.SH,青山纸业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.794038,3.74,3.55,3.57,0.56338,6930798.0,18620338.0,0.372217,0.087754,0.105263,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600961.SH,株冶集团,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.541925,25.69,24.59,25.03,1.789345,3917195.0,10639890.0,0.368161,0.014587,0.4,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600105.SH,永鼎股份,昨日冲高回落且收于日内下半区,-0.176913,46.99,45.14,46.18,2.303943,76243180.0,208333280.0,0.365967,0.112928,0.562162,竞价额未达到昨日1.5倍
B,601099.SH,太平洋,昨日下跌至少1%,-1.162791,3.45,3.4,3.41,0.294118,1274999.0,3485322.0,0.36582,0.005485,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603407.SH,长裕集团,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.919834,58.0,56.19,57.0,1.441538,2342700.0,6491940.0,0.360863,0.114446,0.447514,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002194.SZ,武汉凡谷,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.231598,11.12,10.78,10.89,1.020408,2140974.0,5944796.0,0.360143,0.038201,0.323529,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600425.SH,青松建化,昨日下跌至少1%,-1.098901,3.62,3.6,3.61,0.277778,115520.0,320929.0,0.359955,0.001994,0.5,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,002141.SZ,贤丰控股,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.690583,6.8,6.51,6.61,1.536098,2679694.0,7445880.0,0.359889,0.039247,0.344828,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600151.SH,航天机电,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.661208,9.83,9.51,9.59,0.84122,452648.0,1258090.0,0.35979,0.003291,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000722.SZ,湖南发展,昨日下跌至少1%,-2.097902,14.13,14.0,14.0,0.0,2293200.0,6378004.0,0.359548,0.03529,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000531.SZ,穗恒运A,昨日下跌至少1%,-2.256944,5.75,5.63,5.62,-0.17762,72498.0,201696.0,0.359442,0.001418,-0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603776.SH,永安行,昨日下跌至少1%,-1.068702,19.63,19.44,19.58,0.720165,39160.0,109256.0,0.358424,0.000712,0.736842,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,002442.SZ,龙星科技,昨日冲高回落且收于日内下半区,1.056338,6.09,5.74,5.51,-4.006969,9220434.0,25757602.0,0.357969,0.34046,-0.657143,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603169.SH,兰石重装,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.698413,6.33,6.13,6.16,0.489396,84392.0,236002.0,0.35759,0.001049,0.15,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600773.SH,西藏城投,昨日下跌至少1%,-1.283317,10.23,10.0,10.04,0.4,359432.0,1006000.0,0.357288,0.003762,0.173913,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600089.SH,特变电工,昨日下跌至少1%,-1.15894,18.16,17.91,17.98,0.390843,1887900.0,5310277.0,0.355518,0.002078,0.28,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603737.SH,三棵树,昨日下跌至少1%,-1.082145,20.47,20.11,20.15,0.198906,261950.0,737100.0,0.355379,0.001468,0.111111,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002985.SZ,北摩高科,昨日下跌至少1%,-2.064792,28.18,27.51,27.6,0.327154,129720.0,367848.0,0.352646,0.00142,0.134328,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603659.SH,璞泰来,昨日下跌至少1%,-1.160714,22.6,22.14,22.3,0.722674,996810.0,2838143.0,0.351219,0.002085,0.347826,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600390.SH,五矿资本,昨日下跌至少1%,-1.226994,4.89,4.83,4.85,0.414079,406430.0,1159110.0,0.35064,0.001863,0.333333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002081.SZ,金螳螂,昨日下跌至少1%,-1.234568,4.89,4.8,4.84,0.833333,2768480.0,7927450.0,0.349227,0.021564,0.444444,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002945.SZ,华林证券,昨日下跌至少1%,-1.212553,14.03,13.85,13.89,0.288809,555600.0,1620515.0,0.342854,0.001481,0.222222,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600808.SH,马钢股份,昨日下跌至少1%,-1.55642,2.55,2.53,2.53,0.0,284625.0,831045.0,0.34249,0.001885,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603131.SH,上海沪工,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.246377,13.95,13.49,13.55,0.444774,159890.0,468538.0,0.341253,0.003502,0.130435,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002899.SZ,英派斯,昨日下跌至少1%,-2.159719,19.99,19.48,19.54,0.308008,168044.0,494750.0,0.339654,0.005819,0.117647,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000037.SZ,深南电A,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-4.187947,9.7,9.38,9.38,0.0,637840.0,1882770.0,0.338777,0.020064,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002232.SZ,启明信息,昨日下跌至少1%,-2.00627,15.83,15.63,15.47,-1.023672,4376463.0,12918591.0,0.338772,0.069245,-0.8,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002733.SZ,雄韬股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.766004,18.42,17.8,18.05,1.404494,723805.0,2148960.0,0.336816,0.010871,0.403226,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000968.SZ,蓝焰控股,昨日下跌至少1%,-1.851852,6.94,6.89,6.83,-0.870827,804574.0,2394964.0,0.335944,0.012176,-1.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002005.SZ,德豪润达,昨日下跌至少1%,-1.626016,2.48,2.42,2.45,1.239669,44345.0,132055.0,0.335807,0.001033,0.5,竞价额不足500万；竞价额未达到昨日1.5倍
B,603071.SH,物产环能,昨日下跌至少1%,-1.364366,12.43,12.29,12.23,-0.488202,77049.0,229896.0,0.335147,0.001129,-0.428571,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600259.SH,中稀有色,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.329312,84.45,80.14,81.2,1.322685,1875720.0,5597760.0,0.335084,0.006866,0.24594,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600299.SH,安迪苏,昨日下跌至少1%,-1.20048,8.33,8.23,8.25,0.243013,389400.0,1162258.0,0.335037,0.001533,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002174.SZ,游族网络,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.206897,14.85,14.18,14.31,0.916784,3420090.0,10252275.0,0.333593,0.024406,0.19403,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603065.SH,宿迁联盛,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.125,14.67,13.95,14.01,0.430108,1606947.0,4820775.0,0.333338,0.027377,0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600643.SH,爱建集团,昨日下跌至少1%,-1.246883,4.0,3.96,3.97,0.252525,101235.0,305293.0,0.331599,0.001603,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000506.SZ,招金黄金,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.61511,19.38,18.49,18.89,2.163332,11084652.0,33778200.0,0.32816,0.063185,0.449438,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000537.SZ,绿发电力,昨日下跌至少1%,-2.894737,7.58,7.38,7.4,0.271003,243460.0,744356.0,0.327075,0.0016,0.1,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601061.SH,中信金属,昨日下跌至少1%,-1.938326,11.45,11.13,11.32,1.707098,989368.0,3049120.0,0.324477,0.001784,0.59375,竞价额不足500万；竞价额未达到昨日1.5倍
B,003029.SZ,吉大正元,昨日冲高回落且收于日内下半区,-0.573723,18.0,17.33,17.51,1.038661,421991.0,1307660.0,0.322707,0.013726,0.268657,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002961.SZ,瑞达期货,昨日下跌至少1%,-1.239866,21.3,20.71,20.93,1.062289,3869957.0,12005448.0,0.32235,0.038769,0.372881,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000978.SZ,桂林旅游,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-9.328783,8.66,7.97,7.52,-5.646173,34049808.0,105696924.0,0.322146,0.967249,-0.652174,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603072.SH,天和磁材,昨日下跌至少1%,-1.590457,30.33,29.7,29.7,0.0,65340.0,203592.0,0.320936,0.001743,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600579.SH,中化装备,昨日下跌至少1%,-1.529903,7.14,7.08,7.08,0.0,186912.0,585976.0,0.318976,0.005348,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001382.SZ,新亚电缆,昨日下跌至少1%,-1.82704,16.42,16.12,16.18,0.372208,69574.0,219645.0,0.316757,0.006825,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603713.SH,密尔克卫,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.37386,66.33,63.58,63.62,0.062913,82706.0,263120.0,0.314328,0.000747,0.014545,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600363.SH,联创光电,昨日下跌至少1%,-1.552393,15.52,15.22,15.38,1.051248,1959412.0,6264856.0,0.312762,0.028255,0.533333,竞价额不足500万；竞价额未达到昨日1.5倍
B,002806.SZ,华锋股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.121639,15.3,14.82,15.0,1.214575,2031000.0,6502705.0,0.312332,0.081199,0.375,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600330.SH,天通股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.857374,30.95,29.66,30.31,2.191504,16124920.0,52030440.0,0.309913,0.043132,0.503876,竞价额未达到昨日1.5倍
B,000539.SZ,粤电力A,昨日下跌至少1%,-3.201507,5.29,5.14,5.14,0.0,389098.0,1258476.0,0.309182,0.002962,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601208.SH,东材科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.700976,55.5,52.3,53.4,2.10325,30918600.0,100468069.0,0.307746,0.057316,0.34375,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603052.SH,可川科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.593625,61.77,59.28,59.99,1.197706,3911348.0,12766930.0,0.306366,0.0347,0.285141,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000987.SZ,越秀资本,昨日下跌至少1%,-1.227831,7.33,7.24,7.26,0.276243,214896.0,702756.0,0.30579,0.000591,0.222222,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000899.SZ,赣能股份,昨日下跌至少1%,-2.92887,9.53,9.28,9.3,0.215517,301320.0,996744.0,0.302304,0.003321,0.08,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002617.SZ,露笑科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.709402,7.21,6.9,6.96,0.869565,17393040.0,57958936.0,0.300092,0.133094,0.193548,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
A,601218.SH,吉鑫科技,昨日开板4次；昨日最后封板14:56:03,9.961686,5.74,5.74,5.4,-5.923345,26219700.0,88266708.0,0.297051,0.501066,,竞价高开不足1%；竞价额未达到昨日1.5倍
B,002780.SZ,三夫户外,昨日下跌至少1%,-4.985755,13.61,13.34,13.34,0.0,1674170.0,5658960.0,0.295844,0.094649,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601901.SH,方正证券,昨日下跌至少1%,-1.171303,6.83,6.75,6.77,0.296296,786674.0,2662506.0,0.295464,0.001412,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601211.SH,国泰海通,昨日下跌至少1%,-1.028571,17.55,17.32,17.36,0.230947,1024240.0,3514800.0,0.291408,0.000439,0.173913,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000586.SZ,汇源通信,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.661064,14.4,13.9,14.12,1.582734,417952.0,1444320.0,0.289376,0.015482,0.44,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600617.SH,国新能源,昨日下跌至少1%,-1.801802,3.36,3.27,3.26,-0.30581,476612.0,1647530.0,0.289289,0.008234,-0.111111,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000563.SZ,陕国投A,昨日下跌至少1%,-1.010101,2.97,2.94,2.94,0.0,78792.0,272616.0,0.289022,0.000524,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603370.SH,华新精科,昨日下跌至少1%,-1.563636,27.59,27.07,27.26,0.701884,57246.0,198648.0,0.288178,0.002487,0.365385,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600616.SH,金枫酒业,昨日下跌至少1%,-4.303279,4.79,4.67,4.7,0.642398,4925600.0,17098477.0,0.288072,0.156651,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603678.SH,火炬电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.999216,51.68,50.0,50.7,1.4,2910180.0,10158000.0,0.286491,0.01207,0.416667,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000962.SZ,东方钽业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.227096,59.95,57.95,58.7,1.294219,3756800.0,13243040.0,0.283681,0.012723,0.375,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002361.SZ,神剑股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.804642,10.42,10.05,10.1,0.497512,1573580.0,5621400.0,0.279927,0.018448,0.135135,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600787.SH,中储股份,昨日下跌至少1%,-1.082251,4.64,4.57,4.57,0.0,94599.0,345920.0,0.273471,0.000954,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
